"PERIODO","ESTU_TIPODOCUMENTO","ESTU_CONSECUTIVO","COLE_AREA_UBICACION","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_ESTABLECIMIENTO","COLE_DEPTO_UBICACION","COLE_GENERO","COLE_JORNADA","COLE_NATURALEZA","ESTU_GENERO","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONMADRE","FAMI_EDUCACIONPADRE","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_TIENEAUTOMOVIL","FAMI_TIENECOMPUTADOR","FAMI_TIENEINTERNET","FAMI_TIENELAVADORA","PUNT_INGLES","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_LECTURA_CRITICA","PUNT_GLOBAL"
"20211","TI","SB11202110002290","URBANO",,"ACADÉMICO","376001030302","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","No sabe","Estrato 4","3 a 4","Si","Si","Si","Si","80","74","75","73","74","372"
"20211","TI","SB11202110042043","URBANO","N","TÉCNICO/ACADÉMICO","376001015460","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Cuatro","Secundaria (Bachillerato) completa","Primaria incompleta","Estrato 1","7 a 8","No","No","Si","Si","65","55","62","55","64","297"
"20211","CC","SB11202110030682","URBANO",,"ACADÉMICO","311001109460","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","80","72","75","70","65","356"
"20211","TI","SB11202110020568","URBANO","S","ACADÉMICO","308001000882","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 4","1 a 2","Si","Si","Si","Si","87","70","71","66","75","359"
"20211","TI","SB11202110008843","URBANO","N","ACADÉMICO","311769000998","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","76","61","45","57","52","277"
"20211","TI","SB11202110003908","RURAL","N","ACADÉMICO","376001000721","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","76","78","75","69","64","359"
"20211","TI","SB11202110001696","URBANO","S","ACADÉMICO","311769000165","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Sin Estrato","5 a 6","Si","Si","Si","Si","88","81","72","72","74","379"
"20211","TI","SB11202110003657","URBANO","S","ACADÉMICO","368276000478","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","Estrato 6","3 a 4","Si","Si","Si","Si","87","74","70","68","62","350"
"20211","TI","SB11202110016400","URBANO","N","ACADÉMICO","376001008544","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Educación profesional completa","Técnica o tecnológica completa","Estrato 3","3 a 4","Si","Si","Si","Si","70","63","68","61","74","334"
"20211","TI","SB11202110063973","URBANO",,,"308001079519","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","68","52","51","51","60","273"
"20211","CC","SB11202110005291","URBANO","S","ACADÉMICO","311848000278","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 2","3 a 4","Si","Si","Si","Si","83","75","72","72","73","369"
"20211","CC","SB11202110065743","URBANO",,"ACADÉMICO","305001026343","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","M",,,,,,,,,,"60","48","66","55","54","280"
"20211","TI","SB11202110012003","URBANO","S","TÉCNICO","376001037650","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 4","3 a 4","Si","Si","Si","Si","73","64","51","58","55","291"
"20211","TI","SB11202110010567","URBANO","S","ACADÉMICO","311769000475","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","100","75","76","74","73","382"
"20211","TI","SB11202110009114","URBANO","N","ACADÉMICO","376001000276","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Postgrado","Estrato 5","5 a 6","Si","Si","Si","Si","76","66","63","64","69","332"
"20211","TI","SB11202110012776","URBANO","N","ACADÉMICO","376147000103","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Cuatro","Técnica o tecnológica incompleta","Técnica o tecnológica incompleta","Estrato 5","3 a 4","Si","Si","Si","Si","74","54","57","56","62","293"
"20211","CC","SB11202110006536","RURAL","S","TÉCNICO/ACADÉMICO","417873000544","CALDAS","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","No","Si","Si","Si","83","65","55","53","61","302"
"20211","TI","SB11202110003035","RURAL","S","ACADÉMICO","313001004768","BOLIVAR","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 5","3 a 4","No","Si","Si","Si","86","67","75","71","70","360"
"20211","CC","SB11202110064493","URBANO",,,"311001110522","BOGOTÁ","MIXTO","SABATINA","NO OFICIAL","M","Tres","Primaria incompleta","Primaria incompleta","Estrato 2","3 a 4","No","Si","Si","Si","45","45","50","45","47","233"
"20211","TI","SB11202110025135","URBANO","N","TÉCNICO","376001005910","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 3","1 a 2","No","Si","Si","Si","30","49","42","42","50","223"
"20211","TI","SB11202110028641","URBANO",,,"411001800752","BOGOTÁ","MIXTO","UNICA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","54","41","34","39","41","200"
"20211","CC","SB11202110064987","URBANO",,"ACADÉMICO","368679001024","SANTANDER","MIXTO","SABATINA","NO OFICIAL","F","Dos","Secundaria (Bachillerato) completa","Primaria incompleta","Estrato 1","1 a 2","No","No","No","No","32","43","42","39","37","198"
"20211","CC","SB11202110035788","RURAL",,"ACADÉMICO","476520003791","VALLE","MIXTO","TARDE","NO OFICIAL","M","Uno","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Sin Estrato",,"No","Si","Si","Si","30","39","38","38","45","196"
"20211","CC","SB11202110003950","URBANO","S","ACADÉMICO","311001107513","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional incompleta","Educación profesional incompleta","Estrato 5","3 a 4","Si","Si","Si","Si","73","52","57","54","66","292"
"20211","TI","SB11202110007538","URBANO","S","ACADÉMICO","376001001639","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","Estrato 6","1 a 2","Si","Si","Si","Si","86","52","65","49","64","298"
"20211","TI","SB11202110031922","URBANO","N","TÉCNICO/ACADÉMICO","376001007670","VALLE","MIXTO","TARDE","NO OFICIAL","F","Dos","Postgrado","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","58","63","51","48","60","278"
"20211","TI","SB11202110006500","URBANO","N","ACADÉMICO","376001001523","VALLE","FEMENINO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Postgrado","Estrato 3","3 a 4","No","Si","Si","Si","66","60","58","58","68","307"
"20211","TI","SB11202110037913","URBANO",,"ACADÉMICO","311001105375","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","82","73","60","61","69","335"
"20211","CC","SB11202110064484","URBANO","N","ACADÉMICO","311001105944","BOGOTÁ","MIXTO","NOCHE","NO OFICIAL","M","Dos","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 3","3 a 4","No","Si","Si","Si","66","61","55","55","53","284"
"20211","TI","SB11202110012613","URBANO","N","ACADÉMICO","352001004135","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Educación profesional completa",,"Estrato 4","3 a 4","Si","Si","Si","Si","81","59","55","53","66","300"
"20211","CC","SB11202110001248","RURAL","S","ACADÉMICO","313001004768","BOLIVAR","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","74","66","61","64","60","318"
"20211","CC","SB11202110012716","RURAL","S","ACADÉMICO","305001003688","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","F","Cinco","Educación profesional completa","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","81","63","59","66","56","313"
"20211","CC","SB11202110059135","URBANO",,"ACADÉMICO","320011023813","CESAR","MIXTO","SABATINA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) completa","Primaria incompleta","Estrato 4","3 a 4","No","No","No","No","59","33","51","37","56","227"
"20211","TI","SB11202110022076","URBANO","S","ACADÉMICO","311769003474","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Postgrado","Estrato 4","5 a 6","Si","Si","Si","Si","77","73","71","70","76","364"
"20211","TI","SB11202110014178","URBANO","N","ACADÉMICO","376520000089","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Primaria completa","No sabe","Estrato 4","1 a 2","Si","Si","Si","Si","74","52","47","53","53","265"
"20211","TI","SB11202110009949","URBANO","S","ACADÉMICO","323001005778","CORDOBA","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","82","68","59","61","66","325"
"20211","TI","SB11202110036011","RURAL","S","ACADÉMICO","366001003814","RISARALDA","MIXTO","COMPLETA","NO OFICIAL","F","Dos","No sabe","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","81","79","66","67","72","359"
"20211","TI","SB11202110006397","URBANO","S","ACADÉMICO","313001005748","BOLIVAR","MIXTO","MAÑANA","NO OFICIAL","M",,"Postgrado","Postgrado","Estrato 5",,,,"Si",,"83","77","64","77","68","362"
"20211","TI","SB11202110064257","URBANO",,,"308758800690","ATLANTICO","MIXTO","TARDE","NO OFICIAL","F",,,,,,,,,,"75","44","54","45","66","270"
"20211","TI","SB11202110007204","URBANO","N","ACADÉMICO","376001002392","VALLE","FEMENINO","COMPLETA","NO OFICIAL","M",,"Postgrado","Educación profesional completa","Estrato 4",,,,"Si",,"54","56","59","53","59","283"
"20211","TI","SB11202110005241","URBANO","N","ACADÉMICO","376001001558","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Educación profesional incompleta","Estrato 4","3 a 4","Si","Si","Si","Si","63","63","54","56","60","293"
"20211","TI","SB11202110021293","URBANO","N","ACADÉMICO","376520006770","VALLE","MIXTO","TARDE","NO OFICIAL","F",,,,,,,,,,"44","34","28","42","40","183"
"20211","TI","SB11202110012110","URBANO","S","ACADÉMICO","308001000882","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Cinco","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","72","57","47","56","61","283"
"20211","TI","SB11202110022658","RURAL","N","ACADÉMICO","311001002347","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Postgrado","Estrato 2","3 a 4","Si","Si","Si","Si","75","61","64","60","66","318"
"20211","TI","SB11202110001706","URBANO","N","TÉCNICO/ACADÉMICO","352001004658","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 2","3 a 4","No","Si","Si","Si","54","64","66","60","69","320"
"20211","TI","SB11202110001616","URBANO","S","ACADÉMICO","311848001011","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Educación profesional completa","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","85","71","71","72","72","363"
"20211","TI","SB11202110001442","URBANO","S","ACADÉMICO","311001019941","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","78","73","66","72","75","360"
"20211","TI","SB11202110002688","RURAL",,,"308573800031","ATLANTICO","MIXTO","UNICA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","88","66","55","67","63","323"
"20211","TI","SB11202110063841","URBANO",,,"352356001951","NARIÑO","MIXTO","SABATINA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 6","3 a 4","No","No","No","Si","31","33","27","32","38","162"
"20211","TI","SB11202110057315","RURAL","S","ACADÉMICO","366001006686","RISARALDA","MIXTO","COMPLETA","NO OFICIAL","F","Dos",,,,"1 a 2","Si","Si",,"Si","55","53","33","31","44","207"
"20211","TI","SB11202110000924","URBANO","N",,"305631000121","ANTIOQUIA","MASCULINO","COMPLETA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","79","74","69","72","72","362"
"20211","TI","SB11202110017302","URBANO","N","ACADÉMICO","519001000002","CAUCA","MIXTO","TARDE","NO OFICIAL","M","Dos","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 1","3 a 4","No","No","Si","No","57","63","62","66","59","310"
"20211","TI","SB11202110064134","URBANO","N","ACADÉMICO","325175032424","CUNDINAMARCA","MIXTO","NOCHE","NO OFICIAL","F","Tres","Educación profesional incompleta","Educación profesional incompleta","Estrato 3","5 a 6","Si","Si","Si","Si","63","61","68","64","78","337"
"20211","CC","SB11202110064582","URBANO","N","ACADÉMICO","425175032526","CUNDINAMARCA","MIXTO","MAÑANA","NO OFICIAL","M","Seis o mas","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","Estrato 5","5 a 6","Si","Si","Si","Si","57","57","38","33","55","233"
"20211","TI","SB11202110010947","URBANO","N","TÉCNICO","376001028219","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","Estrato 3","3 a 4","Si","Si","Si","Si","62","67","50","55","65","297"
"20211","TI","SB11202110065657","URBANO","N","ACADÉMICO","311001105944","BOGOTÁ","MIXTO","NOCHE","NO OFICIAL","F","Dos","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","Estrato 4","3 a 4","No","Si","Si","Si","39","42","40","40","50","213"
"20211","TI","SB11202110001473","URBANO","S","ACADÉMICO","320001002753","CESAR","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 6","5 a 6","Si","Si","Si","Si","83","71","71","80","78","378"
"20211","TI","SB11202110009259","URBANO","N","ACADÉMICO","376001000276","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","100","100","70","73","76","407"
"20211","TI","SB11202110000185","URBANO","N","TÉCNICO/ACADÉMICO","311848000286","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","81","81","72","64","100","397"
"20211","TI","SB11202110002930","URBANO","N","ACADÉMICO","376001026925","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 1","3 a 4","No","Si","Si","Si","66","64","68","62","64","323"
"20211","TI","SB11202110027057","URBANO",,,"319001004791","CAUCA","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","Estrato 2","1 a 2","No","Si","Si","No","47","34","47","45","45","215"
"20211","TI","SB11202110033728","URBANO","N","TÉCNICO","376001000551","VALLE","MIXTO","COMPLETA","NO OFICIAL","M",,"Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","Estrato 4",,,,"Si",,"72","63","62","62","58","310"
"20211","TI","SB11202110031871","RURAL","S","ACADÉMICO","311769002818","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Postgrado","Postgrado","Estrato 4","1 a 2","Si","Si","Si","Si","84","69","76","61","62","342"
"20211","TI","SB11202110007952","URBANO",,"ACADÉMICO","376001035843","VALLE","MIXTO","UNICA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","55","66","57","58","59","298"
"20211","TI","SB11202110002080","URBANO","S","ACADÉMICO","344430001303","LA GUAJIRA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional incompleta","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","87","57","74","66","72","344"
"20211","TI","SB11202110001947","URBANO","S","ACADÉMICO","311848000936","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","80","68","58","71","60","327"
"20211","TI","SB11202110015476","RURAL","N","ACADÉMICO","305001010781","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","85","69","65","60","60","326"
"20211","CC","SB11202110022181","URBANO","N","ACADÉMICO","311848000812","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","100","78","73","74","74","383"
"20211","CC","SB11202110032121","URBANO",,"ACADÉMICO","320011023813","CESAR","MIXTO","SABATINA","NO OFICIAL","M","Tres",,,,"3 a 4","No","Si",,"Si","27","22","38","34","35","159"
"20211","TI","SB11202110006331","URBANO","S","ACADÉMICO","313001005748","BOLIVAR","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","88","78","70","72","75","374"
"20211","TI","SB11202110002359","URBANO","S","ACADÉMICO","311001087288","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","100","76","70","73","62","363"
"20211","TI","SB11202110001397","URBANO","S","ACADÉMICO","311001042667","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","83","62","64","60","67","324"
"20211","TI","SB11202110001789","RURAL","S","ACADÉMICO","463190000443","QUINDIO","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","85","67","65","56","68","328"
"20211","TI","SB11202110004067","URBANO","S","ACADÉMICO","311848001011","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Técnica o tecnológica completa","Estrato 6","3 a 4","Si","Si","Si","Si","87","100","63","64","100","411"
"20211","TI","SB11202110002877","URBANO","N","TÉCNICO/ACADÉMICO","376001021583","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Seis o mas","Educación profesional completa","Educación profesional completa","Estrato 2","7 a 8","Si","Si","Si","Si","52","45","44","45","56","239"
"20211","TI","SB11202110009071","URBANO","N","ACADÉMICO","376001000276","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","83","72","78","71","77","376"
